initialvolume,transferredvolume,ambienttemp,chemicalevappoint,humidity,pressure,chemical_mw,volume_diff,percent_loss,temp_diff,evaporation_ratio,safety_margin,vapor_pressure_proxy,leakprob,leakoccurred
1124.3561663863075,1357.9938174253891,83.63483011316143,123.94739073749233,5.396144810340765,1.2839986487919761,180.816163302384,-233.63765103908167,-20.779683344450163,-40.3125606243309,0.6747607159364616,40.3125606243309,0.33003297104545554,0.015440100500257148,0
1931.0000289738825,1708.1484939499794,79.3467905737066,-2.3928346514939385,5.02971433335288,0.8476095964789692,132.86561169553184,222.85153502390312,11.540731832210753,81.73962522520054,-33.1601644757725,0.0,3.6149661644240405,0.9985902568060777,1
1624.791518535967,1640.2413946852384,2.448045826236495,33.31255851982258,47.503711471569375,0.977311755495909,42.25551705255331,-15.449876149271404,-0.9508836040197418,-30.864512693586086,0.07348717525573133,30.864512693586086,0.5136818844359695,0.05052459957322676,0
1438.1218778758512,730.8498570406605,109.93441263775401,150.20945622543516,7.636433450483358,1.2306245094862547,232.072233151481,707.2720208351907,49.180255979372255,-40.275043587681154,0.7318741136512203,40.275043587681154,0.29916316407616167,0.27027435761860763,1
818.426096619411,723.8742046122109,63.901386280386546,96.31088780934033,92.7079298296137,1.085671475619584,245.67240923280383,94.5518920072002,11.552893095374218,-32.40950152895378,0.6634907821244882,32.40950152895378,0.33456158446143525,0.019762854859953834,0
818.3923284706837,902.2615516173701,37.28431774763895,184.15319359314984,24.985865708725278,1.2908568309079151,124.8295513466037,-83.86922314668641,-10.248046105626257,-146.8688758455109,0.20246359577020878,146.8688758455109,0.052818460944287944,1.8464210014388467e-05,0
681.3170570354793,1041.612089511556,88.35001585438987,74.32530983509794,47.53982564283602,1.4689663209782877,165.00537763005198,-360.2950324760767,-52.88213890361851,14.024706019291926,1.188693542606404,0.0,0.9345006541316633,0.07046310668684556,0
1812.6466040849093,1112.6833721127239,23.457509592212425,171.35872047906307,10.502386701100125,0.7932373501721579,129.06569777362427,699.9632319721854,38.61553765606543,-147.90121088685063,0.13689125085957687,147.90121088685063,0.0510651925199207,0.0003320855536333551,0
1441.5610164404925,1519.545825250018,80.15627881602165,78.77019624521225,51.98435745541327,1.2676541731184487,100.81352319494653,-77.98480880952548,-5.409747344724384,1.3860825708094069,1.0175965356932326,0.0,0.8388459033539147,0.14769633861602494,1
1591.3016089144637,585.0206482487531,-4.837543015607862,195.43462131443675,39.19605126326677,0.8842753245056916,47.01013442871768,1006.2809606657106,63.2363440738008,-200.2721643300446,-0.024752743311534025,200.2721643300446,0.023371204449324574,1.865358000859553e-05,0
